name_profile,drug,dose,time,nsamples_trt,nsamples_ctl,sample_size,n_batch,ss_genes,UP,DOWN,cell_iname
BRD-K84571636_10uM_24h,BRD-K84571636,10 uM,24 h,3,27,30,1,1,1,0,NPC
BRD-K51683034_10uM_24h,BRD-K51683034,10 uM,24 h,3,27,30,1,103,22,81,NPC
BRD-K12621773_10uM_24h,BRD-K12621773,10 uM,24 h,3,29,32,1,19,2,17,NPC
BRD-A22272113_10uM_24h,BRD-A22272113,10 uM,24 h,3,29,32,1,2,0,2,NPC
BRD-K00551481_10uM_24h,BRD-K00551481,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K44812652_10uM_24h,BRD-K44812652,10 uM,24 h,3,27,30,1,2,0,2,NPC
BRD-K61175124_10uM_24h,BRD-K61175124,10 uM,24 h,3,27,30,1,25,10,15,NPC
BRD-A49447682_10uM_24h,BRD-A49447682,10 uM,24 h,3,29,32,1,24,7,17,NPC
BRD-K88556033_10uM_24h,BRD-K88556033,10 uM,24 h,3,29,32,1,23,4,19,NPC
BRD-K62242359_10uM_24h,BRD-K62242359,10 uM,24 h,3,45,48,1,336,137,199,NPC
BRD-K50131741_10uM_24h,BRD-K50131741,10 uM,24 h,3,54,57,1,1,0,1,NPC
BRD-K16769902_10uM_24h,BRD-K16769902,10 uM,24 h,3,45,48,1,14,7,7,NPC
BRD-K08251038_10uM_24h,BRD-K08251038,10 uM,24 h,3,54,57,1,9,5,4,NPC
BRD-K48598367_10uM_24h,BRD-K48598367,10 uM,24 h,3,54,57,1,11,5,6,NPC
SA-424763_10uM_24h,SA-424763,10 uM,24 h,3,54,57,1,0,0,0,NPC
BRD-K69218883_10uM_24h,BRD-K69218883,10 uM,24 h,3,45,48,1,15,9,6,NPC
BRD-K33452357_10uM_24h,BRD-K33452357,10 uM,24 h,3,45,48,1,28,14,14,NPC
BRD-K01048110_10uM_24h,BRD-K01048110,10 uM,24 h,3,54,57,1,1,1,0,NPC
BRD-K75035820_10uM_24h,BRD-K75035820,10 uM,24 h,3,45,48,1,39,16,23,NPC
BRD-K83072410_10uM_24h,BRD-K83072410,10 uM,24 h,3,45,48,1,31,14,17,NPC
BRD-K40276799_10uM_24h,BRD-K40276799,10 uM,24 h,3,45,48,1,108,32,76,NPC
BRD-K97633445_10uM_24h,BRD-K97633445,10 uM,24 h,3,45,48,1,77,34,43,NPC
BRD-K24106654_10uM_24h,BRD-K24106654,10 uM,24 h,3,45,48,1,9,2,7,NPC
buddleoflavonoloside_10uM_24h,buddleoflavonoloside,10 uM,24 h,3,32,35,1,0,0,0,NPC
BRD-K76938712_10uM_24h,BRD-K76938712,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-K63549648_10uM_24h,BRD-K63549648,10 uM,24 h,3,27,30,1,4,1,3,NPC
BRD-K58972465_10uM_24h,BRD-K58972465,10 uM,24 h,3,29,32,1,31,1,30,NPC
XL-147_10uM_24h,XL-147,10 uM,24 h,3,29,32,1,20,8,12,NPC
BRD-K76926998_10uM_24h,BRD-K76926998,10 uM,24 h,3,29,32,1,1,0,1,NPC
BRD-K22322324_10uM_24h,BRD-K22322324,10 uM,24 h,3,27,30,1,12,6,6,NPC
BRD-K41303952_10uM_24h,BRD-K41303952,10 uM,24 h,3,27,30,1,46,16,30,NPC
BRD-K55630727_10uM_24h,BRD-K55630727,10 uM,24 h,3,29,32,1,2,0,2,NPC
BRD-K14844937_10uM_24h,BRD-K14844937,10 uM,24 h,3,32,35,1,1,0,1,NPC
BRD-A06131576_10uM_24h,BRD-A06131576,10 uM,24 h,3,29,32,1,2,1,1,NPC
LY-16350_10uM_24h,LY-16350,10 uM,24 h,3,32,35,1,0,0,0,NPC
BRD-K93215584_10uM_24h,BRD-K93215584,10 uM,24 h,3,27,30,1,49,14,35,NPC
BRD-K97149069_10uM_24h,BRD-K97149069,10 uM,24 h,3,29,32,1,2,0,2,NPC
BRD-K21788104_10uM_24h,BRD-K21788104,10 uM,24 h,3,29,32,1,15,9,6,NPC
l-bso_10uM_24h,l-bso,10 uM,24 h,3,27,30,1,156,60,96,NPC
BRD-A41114263_10uM_24h,BRD-A41114263,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-K26373640_10uM_24h,BRD-K26373640,10 uM,24 h,3,32,35,1,0,0,0,NPC
BRD-K55996963_10uM_24h,BRD-K55996963,10 uM,24 h,3,29,32,1,17,1,16,NPC
BRD-K66426634_10uM_24h,BRD-K66426634,10 uM,24 h,3,29,32,1,29,6,23,NPC
BRD-K53816294_10uM_24h,BRD-K53816294,10 uM,24 h,3,29,32,1,159,30,129,NPC
BRD-A67306036_10uM_24h,BRD-A67306036,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K19181733_10uM_24h,BRD-K19181733,10 uM,24 h,3,27,30,1,28,7,21,NPC
BRD-K47709646_10uM_24h,BRD-K47709646,10 uM,24 h,3,29,32,1,69,18,51,NPC
BRD-K47703442_10uM_24h,BRD-K47703442,10 uM,24 h,3,29,32,1,1,0,1,NPC
BRD-K97951054_10uM_24h,BRD-K97951054,10 uM,24 h,3,29,32,1,1,0,1,NPC
BRD-K39284479_10uM_24h,BRD-K39284479,10 uM,24 h,3,45,48,1,32,15,17,NPC
BRD-K31290914_10uM_24h,BRD-K31290914,10 uM,24 h,3,45,48,1,24,10,14,NPC
BRD-K96551169_10uM_24h,BRD-K96551169,10 uM,24 h,3,45,48,1,8,4,4,NPC
BRD-K20310932_10uM_24h,BRD-K20310932,10 uM,24 h,3,54,57,1,1,0,1,NPC
BRD-K41862560_10uM_24h,BRD-K41862560,10 uM,24 h,3,54,57,1,0,0,0,NPC
BRD-K11088254_10uM_24h,BRD-K11088254,10 uM,24 h,3,54,57,1,0,0,0,NPC
BRD-K86149906_10uM_24h,BRD-K86149906,10 uM,24 h,3,54,57,1,0,0,0,NPC
BRD-K76418961_10uM_24h,BRD-K76418961,10 uM,24 h,3,45,48,1,104,26,78,NPC
BRD-K95047050_10uM_24h,BRD-K95047050,10 uM,24 h,3,45,48,1,10,8,2,NPC
BRD-K69760878_10uM_24h,BRD-K69760878,10 uM,24 h,3,54,57,1,13,7,6,NPC
BRD-K68253248_10uM_24h,BRD-K68253248,10 uM,24 h,3,45,48,1,19,10,9,NPC
BRD-K61001510_10uM_24h,BRD-K61001510,10 uM,24 h,3,54,57,1,81,36,45,NPC
BRD-K63828515_10uM_24h,BRD-K63828515,10 uM,24 h,3,45,48,1,99,26,73,NPC
BRD-K37303684_10uM_24h,BRD-K37303684,10 uM,24 h,3,45,48,1,5,2,3,NPC
BRD-K80439608_10uM_24h,BRD-K80439608,10 uM,24 h,3,45,48,1,95,35,60,NPC
BRD-K93116089_10uM_24h,BRD-K93116089,10 uM,24 h,3,45,48,1,68,18,50,NPC
BRD-K09068728_10uM_24h,BRD-K09068728,10 uM,24 h,3,45,48,1,10,7,3,NPC
niguldipine_10uM_24h,niguldipine,10 uM,24 h,3,31,34,1,34,9,25,NPC
BRD-K00944562_10uM_24h,BRD-K00944562,10 uM,24 h,3,29,32,1,5,4,1,NPC
BRD-A89907244_10uM_24h,BRD-A89907244,10 uM,24 h,3,29,32,1,0,0,0,NPC
D-609_10uM_24h,D-609,10 uM,24 h,3,29,32,1,3,1,2,NPC
BRD-K56392985_10uM_24h,BRD-K56392985,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K90849765_10uM_24h,BRD-K90849765,10 uM,24 h,3,29,32,1,2,0,2,NPC
BRD-K75458636_10uM_24h,BRD-K75458636,10 uM,24 h,3,29,32,1,1,0,1,NPC
bufalin_10uM_24h,bufalin,10 uM,24 h,3,32,35,1,384,167,217,NPC
BRD-K01800709_10uM_24h,BRD-K01800709,10 uM,24 h,3,29,32,1,32,10,22,NPC
LE-300_10uM_24h,LE-300,10 uM,24 h,3,32,35,1,4,4,0,NPC
CP-466722_10uM_24h,CP-466722,10 uM,24 h,3,27,30,1,12,5,7,NPC
BRD-A01317026_10uM_24h,BRD-A01317026,10 uM,24 h,3,29,32,1,1,0,1,NPC
SA-1457187_10uM_24h,SA-1457187,10 uM,24 h,3,45,48,1,40,24,16,NPC
BRD-K97318829_10uM_24h,BRD-K97318829,10 uM,24 h,3,54,57,1,1,0,1,NPC
BRD-K70669970_10uM_24h,BRD-K70669970,10 uM,24 h,3,45,48,1,23,10,13,NPC
BRD-K51595563_10uM_24h,BRD-K51595563,10 uM,24 h,3,45,48,1,123,35,88,NPC
BRD-K90281509_10uM_24h,BRD-K90281509,10 uM,24 h,3,45,48,1,21,3,18,NPC
BRD-K37879871_10uM_24h,BRD-K37879871,10 uM,24 h,3,54,57,1,2,1,1,NPC
BRD-K54294645_10uM_24h,BRD-K54294645,10 uM,24 h,3,54,57,1,2,1,1,NPC
BRD-K51633576_10uM_24h,BRD-K51633576,10 uM,24 h,3,45,48,1,6,1,5,NPC
BRD-K43776433_10uM_24h,BRD-K43776433,10 uM,24 h,3,54,57,1,1,0,1,NPC
BRD-K39597586_10uM_24h,BRD-K39597586,10 uM,24 h,3,45,48,1,76,53,23,NPC
BRD-K23958338_10uM_24h,BRD-K23958338,10 uM,24 h,3,54,57,1,1,0,1,NPC
BRD-K31112909_10uM_24h,BRD-K31112909,10 uM,24 h,3,54,57,1,7,3,4,NPC
BRD-K25164076_10uM_24h,BRD-K25164076,10 uM,24 h,3,45,48,1,45,25,20,NPC
BRD-K44732214_10uM_24h,BRD-K44732214,10 uM,24 h,3,54,57,1,22,16,6,NPC
BRD-K87340398_10uM_24h,BRD-K87340398,10 uM,24 h,3,45,48,1,20,5,15,NPC
BRD-K75813018_10uM_24h,BRD-K75813018,10 uM,24 h,3,45,48,1,0,0,0,NPC
BRD-K54247306_10uM_24h,BRD-K54247306,10 uM,24 h,3,45,48,1,38,13,25,NPC
BRD-K93610587_10uM_24h,BRD-K93610587,10 uM,24 h,3,45,48,1,17,8,9,NPC
BRD-K33586157_10uM_24h,BRD-K33586157,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K08115555_10uM_24h,BRD-K08115555,10 uM,24 h,3,29,32,1,53,14,39,NPC
BRD-A52771319_10uM_24h,BRD-A52771319,10 uM,24 h,3,32,35,1,0,0,0,NPC
BRD-K09997269_10uM_24h,BRD-K09997269,10 uM,24 h,3,29,32,1,0,0,0,NPC
ST-4034917_10uM_24h,ST-4034917,10 uM,24 h,3,27,30,1,6,2,4,NPC
MW-A1-14_10uM_24h,MW-A1-14,10 uM,24 h,3,29,32,1,1,1,0,NPC
BRD-K30993697_10uM_24h,BRD-K30993697,10 uM,24 h,3,29,32,1,152,41,111,NPC
BRD-K32927008_10uM_24h,BRD-K32927008,10 uM,24 h,3,29,32,1,10,7,3,NPC
BRD-A36884011_10uM_24h,BRD-A36884011,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-A26962727_10uM_24h,BRD-A26962727,10 uM,24 h,3,29,32,1,0,0,0,NPC
SA-1457472_10uM_24h,SA-1457472,10 uM,24 h,3,45,48,1,278,94,184,NPC
BRD-K90424352_10uM_24h,BRD-K90424352,10 uM,24 h,3,54,57,1,3,2,1,NPC
BRD-K48724570_10uM_24h,BRD-K48724570,10 uM,24 h,3,54,57,1,5,2,3,NPC
BRD-K39151515_10uM_24h,BRD-K39151515,10 uM,24 h,3,54,57,1,8,5,3,NPC
BRD-K24798550_10uM_24h,BRD-K24798550,10 uM,24 h,3,45,48,1,56,28,28,NPC
BRD-K74043769_10uM_24h,BRD-K74043769,10 uM,24 h,3,45,48,1,3,1,2,NPC
BRD-K53808186_10uM_24h,BRD-K53808186,10 uM,24 h,3,45,48,1,13,9,4,NPC
BRD-K00381581_10uM_24h,BRD-K00381581,10 uM,24 h,3,45,48,1,28,10,18,NPC
BRD-K07907451_10uM_24h,BRD-K07907451,10 uM,24 h,3,45,48,1,189,72,117,NPC
BRD-K40225343_10uM_24h,BRD-K40225343,10 uM,24 h,3,54,57,1,9,5,4,NPC
BRD-K03006541_10uM_24h,BRD-K03006541,10 uM,24 h,3,45,48,1,13,7,6,NPC
BRD-K88373420_10uM_24h,BRD-K88373420,10 uM,24 h,3,54,57,1,0,0,0,NPC
BRD-K16714380_10uM_24h,BRD-K16714380,10 uM,24 h,3,54,57,1,9,6,3,NPC
BRD-K91946056_10uM_24h,BRD-K91946056,10 uM,24 h,3,54,57,1,2,1,1,NPC
BRD-K09459434_10uM_24h,BRD-K09459434,10 uM,24 h,3,54,57,1,0,0,0,NPC
BRD-K10906552_10uM_24h,BRD-K10906552,10 uM,24 h,3,29,32,1,93,39,54,NPC
BRD-K64058329_10uM_24h,BRD-K64058329,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K24346336_10uM_24h,BRD-K24346336,10 uM,24 h,3,27,30,1,53,14,39,NPC
BRD-K78062244_10uM_24h,BRD-K78062244,10 uM,24 h,3,29,32,1,190,75,115,NPC
BRD-A80383043_10uM_24h,BRD-A80383043,10 uM,24 h,3,32,35,1,2,1,1,NPC
BRD-K74711637_10uM_24h,BRD-K74711637,10 uM,24 h,3,29,32,1,35,9,26,NPC
BRD-K32111336_10uM_24h,BRD-K32111336,10 uM,24 h,3,29,32,1,10,4,6,NPC
EMF-BCA1-60_10uM_24h,EMF-BCA1-60,10 uM,24 h,3,27,30,1,189,61,128,NPC
BRD-A32214171_10uM_24h,BRD-A32214171,10 uM,24 h,3,27,30,1,16,2,14,NPC
morphothebaine_10uM_24h,morphothebaine,10 uM,24 h,3,32,35,1,0,0,0,NPC
H-7_10uM_24h,H-7,10 uM,24 h,3,29,32,1,0,0,0,NPC
LY-303511_10uM_24h,LY-303511,10 uM,24 h,3,32,35,1,48,17,31,NPC
BRD-K03122949_10uM_24h,BRD-K03122949,10 uM,24 h,3,27,30,1,98,30,68,NPC
BRD-A39121618_10uM_24h,BRD-A39121618,10 uM,24 h,3,27,30,1,92,44,48,NPC
GP-2a_10uM_24h,GP-2a,10 uM,24 h,3,32,35,1,1,0,1,NPC
SCH-442416_10uM_24h,SCH-442416,10 uM,24 h,3,32,35,1,0,0,0,NPC
NPI-2358_10uM_24h,NPI-2358,10 uM,24 h,3,29,32,1,3,1,2,NPC
BRD-A75471153_10uM_24h,BRD-A75471153,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-A43188678_10uM_24h,BRD-A43188678,10 uM,24 h,3,27,30,1,2,2,0,NPC
QL-X-138_10uM_24h,QL-X-138,10 uM,24 h,3,29,32,1,168,54,114,NPC
BRD-K38455110_10uM_24h,BRD-K38455110,10 uM,24 h,3,27,30,1,0,0,0,NPC
ST-012525_10uM_24h,ST-012525,10 uM,24 h,3,27,30,1,0,0,0,NPC
O-3M3FBS_10uM_24h,O-3M3FBS,10 uM,24 h,3,28,31,1,0,0,0,NPC
BRD-K35568648_10uM_24h,BRD-K35568648,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K40094191_10uM_24h,BRD-K40094191,10 uM,24 h,3,29,32,1,3,0,3,NPC
BRD-K59341874_10uM_24h,BRD-K59341874,10 uM,24 h,3,54,57,1,8,1,7,NPC
BRD-K00256608_10uM_24h,BRD-K00256608,10 uM,24 h,3,54,57,1,9,1,8,NPC
SA-1458306_10uM_24h,SA-1458306,10 uM,24 h,3,54,57,1,0,0,0,NPC
BRD-K30837577_10uM_24h,BRD-K30837577,10 uM,24 h,3,45,48,1,4,3,1,NPC
BRD-K16827616_10uM_24h,BRD-K16827616,10 uM,24 h,3,45,48,1,277,75,202,NPC
BRD-K49669601_10uM_24h,BRD-K49669601,10 uM,24 h,3,45,48,1,72,19,53,NPC
BRD-K57962577_10uM_24h,BRD-K57962577,10 uM,24 h,3,54,57,1,8,4,4,NPC
BRD-K74461819_10uM_24h,BRD-K74461819,10 uM,24 h,3,54,57,1,2,1,1,NPC
BRD-K27452198_10uM_24h,BRD-K27452198,10 uM,24 h,3,54,57,1,5,2,3,NPC
BRD-K19888970_10uM_24h,BRD-K19888970,10 uM,24 h,3,45,48,1,64,22,42,NPC
BRD-K63455741_10uM_24h,BRD-K63455741,10 uM,24 h,3,54,57,1,2,1,1,NPC
BRD-K32949592_10uM_24h,BRD-K32949592,10 uM,24 h,3,29,32,1,0,0,0,NPC
bisbenzimide_10uM_24h,bisbenzimide,10 uM,24 h,3,32,35,1,0,0,0,NPC
BRD-K90697054_10uM_24h,BRD-K90697054,10 uM,24 h,3,27,30,1,5,2,3,NPC
ST-056792_10uM_24h,ST-056792,10 uM,24 h,3,29,32,1,141,26,115,NPC
BRD-A77704559_10uM_24h,BRD-A77704559,10 uM,24 h,3,27,30,1,91,31,60,NPC
ST-012030_10uM_24h,ST-012030,10 uM,24 h,3,27,30,1,0,0,0,NPC
oxalomalic-acid_10uM_24h,oxalomalic-acid,10 uM,24 h,3,29,32,1,112,46,66,NPC
BRD-K60685007_10uM_24h,BRD-K60685007,10 uM,24 h,3,27,30,1,17,3,14,NPC
BRD-K01614657_10uM_24h,BRD-K01614657,10 uM,24 h,3,29,32,1,85,44,41,NPC
BRD-K31841256_10uM_24h,BRD-K31841256,10 uM,24 h,3,29,32,1,13,5,8,NPC
BRD-K00859168_10uM_24h,BRD-K00859168,10 uM,24 h,3,29,32,1,4,4,0,NPC
1-monopalmitin_10uM_24h,1-monopalmitin,10 uM,24 h,3,32,35,1,0,0,0,NPC
BRD-K32321439_10uM_24h,BRD-K32321439,10 uM,24 h,3,27,30,1,3,2,1,NPC
BRD-K05775306_10uM_24h,BRD-K05775306,10 uM,24 h,3,29,32,1,12,1,11,NPC
BRD-K14965640_10uM_24h,BRD-K14965640,10 uM,24 h,3,32,35,1,0,0,0,NPC
BRD-K95349679_10uM_24h,BRD-K95349679,10 uM,24 h,3,29,32,1,8,1,7,NPC
BRD-A32241587_10uM_24h,BRD-A32241587,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-K44586044_10uM_24h,BRD-K44586044,10 uM,24 h,3,54,57,1,1,1,0,NPC
BRD-K62473229_10uM_24h,BRD-K62473229,10 uM,24 h,3,54,57,1,2,2,0,NPC
BRD-K67514995_10uM_24h,BRD-K67514995,10 uM,24 h,3,45,48,1,182,108,74,NPC
BRD-K95285735_10uM_24h,BRD-K95285735,10 uM,24 h,3,54,57,1,12,8,4,NPC
BRD-K88899793_10uM_24h,BRD-K88899793,10 uM,24 h,3,54,57,1,0,0,0,NPC
BRD-K38294617_10uM_24h,BRD-K38294617,10 uM,24 h,3,45,48,1,81,37,44,NPC
BRD-K73118655_10uM_24h,BRD-K73118655,10 uM,24 h,3,45,48,1,110,48,62,NPC
BRD-K62283710_10uM_24h,BRD-K62283710,10 uM,24 h,3,45,48,1,18,8,10,NPC
BRD-K60391168_10uM_24h,BRD-K60391168,10 uM,24 h,3,45,48,1,43,14,29,NPC
BRD-K08317416_10uM_24h,BRD-K08317416,10 uM,24 h,3,45,48,1,58,27,31,NPC
BRD-K41571462_10uM_24h,BRD-K41571462,10 uM,24 h,3,54,57,1,15,8,7,NPC
BRD-K20099363_10uM_24h,BRD-K20099363,10 uM,24 h,3,54,57,1,1,0,1,NPC
BRD-K73427206_10uM_24h,BRD-K73427206,10 uM,24 h,3,45,48,1,5,4,1,NPC
BRD-K05677905_10uM_24h,BRD-K05677905,10 uM,24 h,3,45,48,1,1,1,0,NPC
BRD-K57073585_10uM_24h,BRD-K57073585,10 uM,24 h,3,54,57,1,0,0,0,NPC
ebelactone-b_10uM_24h,ebelactone-b,10 uM,24 h,3,29,32,1,0,0,0,NPC
SEW-00445_10uM_24h,SEW-00445,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-K81609421_10uM_24h,BRD-K81609421,10 uM,24 h,3,27,30,1,1,1,0,NPC
BRD-K37618507_10uM_24h,BRD-K37618507,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K30958640_10uM_24h,BRD-K30958640,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K78596368_10uM_24h,BRD-K78596368,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-K40300908_10uM_24h,BRD-K40300908,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K06765193_10uM_24h,BRD-K06765193,10 uM,24 h,3,27,30,1,132,42,90,NPC
RAN-29_10uM_24h,RAN-29,10 uM,24 h,3,27,30,1,39,17,22,NPC
BRD-K27170250_10uM_24h,BRD-K27170250,10 uM,24 h,3,29,32,1,1,0,1,NPC
HNHA_10uM_24h,HNHA,10 uM,24 h,3,29,32,1,11,2,9,NPC
BRD-K70771662_10uM_24h,BRD-K70771662,10 uM,24 h,3,29,32,1,211,55,156,NPC
BRD-K91485395_10uM_24h,BRD-K91485395,10 uM,24 h,3,29,32,1,1,0,1,NPC
cinobufagin_10uM_24h,cinobufagin,10 uM,24 h,3,30,33,1,558,239,319,NPC
RAN-03_10uM_24h,RAN-03,10 uM,24 h,3,29,32,1,2,2,0,NPC
BRD-K75128590_10uM_24h,BRD-K75128590,10 uM,24 h,3,29,32,1,1,0,1,NPC
BRD-K15672523_10uM_24h,BRD-K15672523,10 uM,24 h,3,27,30,1,3,1,2,NPC
propylpyrazole_10uM_24h,propylpyrazole,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-A73847809_10uM_24h,BRD-A73847809,10 uM,24 h,3,29,32,1,1,0,1,NPC
BRD-K76856691_10uM_24h,BRD-K76856691,10 uM,24 h,3,54,57,1,4,2,2,NPC
BRD-K14352739_10uM_24h,BRD-K14352739,10 uM,24 h,3,54,57,1,19,9,10,NPC
BRD-K92953840_10uM_24h,BRD-K92953840,10 uM,24 h,3,45,48,1,107,36,71,NPC
BRD-K27597389_10uM_24h,BRD-K27597389,10 uM,24 h,3,54,57,1,1,1,0,NPC
BRD-K60212338_10uM_24h,BRD-K60212338,10 uM,24 h,3,45,48,1,51,15,36,NPC
BRD-K40963620_10uM_24h,BRD-K40963620,10 uM,24 h,3,45,48,1,34,14,20,NPC
BRD-K64062072_10uM_24h,BRD-K64062072,10 uM,24 h,3,54,57,1,3,3,0,NPC
BRD-K38622866_10uM_24h,BRD-K38622866,10 uM,24 h,3,54,57,1,4,1,3,NPC
BRD-K64523453_10uM_24h,BRD-K64523453,10 uM,24 h,3,45,48,1,40,14,26,NPC
BRD-K01877724_10uM_24h,BRD-K01877724,10 uM,24 h,3,54,57,1,3,0,3,NPC
BRD-K45627302_10uM_24h,BRD-K45627302,10 uM,24 h,3,45,48,1,108,61,47,NPC
SA-1459020_10uM_24h,SA-1459020,10 uM,24 h,3,45,48,1,0,0,0,NPC
BRD-K24890551_10uM_24h,BRD-K24890551,10 uM,24 h,3,45,48,1,6,4,2,NPC
BRD-K89824424_10uM_24h,BRD-K89824424,10 uM,24 h,3,54,57,1,7,5,2,NPC
BRD-K42454450_10uM_24h,BRD-K42454450,10 uM,24 h,3,45,48,1,11,6,5,NPC
BRD-K72343629_10uM_24h,BRD-K72343629,10 uM,24 h,3,45,48,1,32,14,18,NPC
BRD-K07666543_10uM_24h,BRD-K07666543,10 uM,24 h,3,54,57,1,7,4,3,NPC
BRD-K99638701_10uM_24h,BRD-K99638701,10 uM,24 h,3,45,48,1,46,20,26,NPC
BRD-K47071092_10uM_24h,BRD-K47071092,10 uM,24 h,3,54,57,1,5,4,1,NPC
BRD-K86048057_10uM_24h,BRD-K86048057,10 uM,24 h,3,45,48,1,322,178,144,NPC
BRD-K21498052_10uM_24h,BRD-K21498052,10 uM,24 h,3,54,57,1,6,2,4,NPC
SU-11652_10uM_24h,SU-11652,10 uM,24 h,3,31,34,1,89,31,58,NPC
BRD-K78701355_10uM_24h,BRD-K78701355,10 uM,24 h,3,29,32,1,2,0,2,NPC
SA-792709_10uM_24h,SA-792709,10 uM,24 h,3,32,35,1,4,4,0,NPC
BRD-K90446118_10uM_24h,BRD-K90446118,10 uM,24 h,3,29,32,1,3,1,2,NPC
BRD-A88029023_10uM_24h,BRD-A88029023,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K64985742_10uM_24h,BRD-K64985742,10 uM,24 h,3,29,32,1,5,1,4,NPC
BRD-K00824317_10uM_24h,BRD-K00824317,10 uM,24 h,3,32,35,1,0,0,0,NPC
BRD-U31801276_10uM_24h,BRD-U31801276,10 uM,24 h,3,29,32,1,1,1,0,NPC
BRD-K07161233_10uM_24h,BRD-K07161233,10 uM,24 h,3,27,30,1,37,13,24,NPC
ST-4029487_10uM_24h,ST-4029487,10 uM,24 h,3,27,30,1,0,0,0,NPC
isorotenone_10uM_24h,isorotenone,10 uM,24 h,3,32,35,1,4,3,1,NPC
BRD-K41924482_10uM_24h,BRD-K41924482,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K72451865_10uM_24h,BRD-K72451865,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-K70821460_10uM_24h,BRD-K70821460,10 uM,24 h,3,32,35,1,1,1,0,NPC
prostaglandin_10uM_24h,prostaglandin,10 uM,24 h,3,29,32,1,2,2,0,NPC
BRD-A88504692_10uM_24h,BRD-A88504692,10 uM,24 h,3,29,32,1,1,1,0,NPC
BRD-K15107389_10uM_24h,BRD-K15107389,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-K74931283_10uM_24h,BRD-K74931283,10 uM,24 h,3,27,30,1,2,1,1,NPC
BRD-K33392208_10uM_24h,BRD-K33392208,10 uM,24 h,3,29,32,1,1,0,1,NPC
ST-024029_10uM_24h,ST-024029,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K86110682_10uM_24h,BRD-K86110682,10 uM,24 h,3,29,32,1,2,2,0,NPC
razoxane_10uM_24h,razoxane,10 uM,24 h,3,29,32,1,2,1,1,NPC
BRD-K87730440_10uM_24h,BRD-K87730440,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-A77577770_10uM_24h,BRD-A77577770,10 uM,24 h,3,29,32,1,2,1,1,NPC
TUL-XIX029_10uM_24h,TUL-XIX029,10 uM,24 h,3,29,32,1,0,0,0,NPC
LY-364947_10uM_24h,LY-364947,10 uM,24 h,3,32,35,1,0,0,0,NPC
BRD-K60796852_10uM_24h,BRD-K60796852,10 uM,24 h,3,45,48,1,3,1,2,NPC
BRD-K01608965_10uM_24h,BRD-K01608965,10 uM,24 h,3,45,48,1,37,15,22,NPC
BRD-K84651951_10uM_24h,BRD-K84651951,10 uM,24 h,3,45,48,1,2,0,2,NPC
BRD-K36462169_10uM_24h,BRD-K36462169,10 uM,24 h,3,54,57,1,10,9,1,NPC
BRD-K25990552_10uM_24h,BRD-K25990552,10 uM,24 h,3,54,57,1,12,6,6,NPC
BRD-K60637442_10uM_24h,BRD-K60637442,10 uM,24 h,3,54,57,1,5,2,3,NPC
BRD-K18396390_10uM_24h,BRD-K18396390,10 uM,24 h,3,54,57,1,1,1,0,NPC
BRD-K15918270_10uM_24h,BRD-K15918270,10 uM,24 h,3,54,57,1,1,0,1,NPC
BRD-K31949858_10uM_24h,BRD-K31949858,10 uM,24 h,3,45,48,1,35,16,19,NPC
BRD-K12411950_10uM_24h,BRD-K12411950,10 uM,24 h,3,54,57,1,1,1,0,NPC
BRD-K41871066_10uM_24h,BRD-K41871066,10 uM,24 h,3,54,57,1,0,0,0,NPC
SA-1921617_10uM_24h,SA-1921617,10 uM,24 h,3,45,48,1,98,44,54,NPC
BRD-K06589444_10uM_24h,BRD-K06589444,10 uM,24 h,3,45,48,1,159,87,72,NPC
huperzine-a_10uM_24h,huperzine-a,10 uM,24 h,3,29,32,1,137,103,34,NPC
BRD-K81314178_10uM_24h,BRD-K81314178,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K84677391_10uM_24h,BRD-K84677391,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-K09661167_10uM_24h,BRD-K09661167,10 uM,24 h,3,29,32,1,20,7,13,NPC
